first_name,last_name,start_date,exit_date,job_title,supervisor,business_unit,employee_status,employee_type,termination_type,department_type,division,date_of_birth,state,gender_code,performance_score,current_employee_rating,employee_id,engagement_score,satisfaction_score,work_life_balance_score,training_date,training_program_name,training_type,training_outcome,trainer,training_duration_days,training_cost
Francis,Robbins,2022-11-01,NULL,"Production Technician I","Amy Hinton",WBL,Active,Contract,Unk,Production,Fielders,1990-08-30,MA,Female,PIP,4,2178,4,1,5,2023-05-08,"Communication Skills",Internal,Completed,"John Lowe",5,368.55
Francisco,Simon,2019-07-22,2023-02-28,"Production Technician I","Ashley Washington",PL,"Voluntarily Terminated",Contract,Voluntary,Production,"Billable Consultants",1980-04-20,MA,Male,"Fully Meets",3,1156,1,5,2,2022-09-04,"Customer Service",Internal,Incomplete,"Michael Williams",5,939.49
Frank,Williams,2023-07-15,NULL,"Production Technician I","Kelly Vaughn",PYZ,Active,Full-Time,Unk,Production,"General - Con",1986-08-26,MA,Female,"Fully Meets",3,1930,3,3,4,2023-06-30,"Project Management",External,Incomplete,"Stephen Graham",5,533.56
Frankie,Atkins,2019-06-18,2021-04-14,"Production Technician I","Christopher Murray",EW,Active,Full-Time,Resignation,Production,"Project Management - Con",1976-08-03,MA,Male,"Fully Meets",5,3607,2,4,1,2023-05-04,"Customer Service",External,Passed,"Andre Maxwell",4,321.91
Frankie,Banks,2019-12-10,2020-03-07,"Production Technician I","Jenna Perry",WBL,"Voluntarily Terminated",Part-Time,Involuntary,Production,"Project Management - Con",2000-06-09,MA,Female,Exceeds,3,1860,1,4,3,2022-08-20,"Project Management",External,Passed,"Paul Farrell",3,551.45
Frankie,Carrillo,2019-05-29,NULL,"IT Support","Dana Ballard",NEL,Active,Part-Time,Unk,IT/IS,"General - Eng",1992-09-24,MA,Male,"Fully Meets",3,3827,3,3,4,2023-02-01,"Communication Skills",Internal,Failed,"Thomas Mcknight",5,997.15
Frankie,Davenport,2022-11-24,NULL,"Accountant I","Gary Clark",MSC,Active,Contract,Unk,"Admin Offices",Aerial,1991-08-19,MA,Male,Exceeds,3,1372,3,1,4,2023-06-03,"Customer Service",Internal,Passed,"Amy Fowler",1,475.32
Frankie,Figueroa,2023-07-07,2023-07-11,"Production Technician II","Matthew Le",PYZ,Active,Full-Time,Resignation,Production,"Yard (Material Handling)",1962-12-11,MA,Female,"Fully Meets",3,3790,3,2,1,2023-03-18,"Communication Skills",External,Completed,"Douglas Phillips",2,676.95
Frankie,Franklin,2019-12-25,2023-06-04,"Production Technician I","Jerry Peters",MSC,"Voluntarily Terminated",Full-Time,Resignation,Production,Splicing,1943-11-03,MA,Female,Exceeds,2,2146,3,1,1,2023-03-09,"Leadership Development",External,Completed,"Jill Gibson",1,386.89
Frankie,Yang,2022-01-30,2023-03-22,"Production Manager","James Spears",PL,Active,Full-Time,Voluntary,Production,Engineers,1994-10-13,MA,Male,"Fully Meets",2,2412,5,4,5,2023-01-21,"Project Management",Internal,Passed,"Breanna Gonzalez",5,859
Frederick,Carney,2022-08-19,NULL,"Production Technician II","Summer Dickerson",NEL,Active,Contract,Unk,Production,"Field Operations",1943-03-11,MA,Female,"Fully Meets",4,3095,5,2,3,2022-08-26,"Communication Skills",Internal,Failed,"Ryan Fitzgerald",4,461.79
Frederick,Howe,2022-09-19,NULL,"Software Engineer","Nicole Haynes",PYZ,Active,Part-Time,Unk,"Software Engineering","Field Operations",1962-06-11,MA,Male,"Fully Meets",3,1022,1,4,4,2023-01-12,"Project Management",Internal,Failed,"Kevin Nichols",1,664.23
Frida,Livingston,2018-10-10,2018-12-25,"Shared Services Manager","Sandra Black",CCDR,Active,Part-Time,Voluntary,"Software Engineering","General - Con",1976-02-05,MA,Female,"Fully Meets",3,1060,5,5,4,2022-09-06,"Project Management",Internal,Completed,"Cindy Schultz",1,770.84
Frida,Salazar,2022-05-08,2023-03-27,"Production Technician I","Tracy Phillips",CCDR,Active,Full-Time,Involuntary,Production,"General - Con",1971-08-28,MA,Female,"Fully Meets",3,1487,4,4,2,2022-08-08,"Customer Service",External,Failed,"Christine Reed",3,385.82
Frida,Wilkins,2018-11-21,2022-01-11,"Production Technician I","Jennifer Rivera",CCDR,Active,Contract,Retirement,Production,"Wireline Construction",1963-09-12,MA,Female,Exceeds,3,1477,5,5,3,2023-03-12,"Technical Skills",External,Failed,"Leonard Miller",5,410.36
Gabriel,Adams,2019-08-11,2021-07-10,"Production Technician I","Amanda Patterson",EW,"Leave of Absence",Contract,Involuntary,Production,"Field Operations",1942-07-19,MA,Female,"Fully Meets",3,1575,2,3,2,2023-04-14,"Leadership Development",Internal,Incomplete,"Lisa Harris",5,981.36
Gabriel,Dodson,2021-11-11,2022-07-31,"Production Technician II","Tammy Navarro",TNS,"Voluntarily Terminated",Contract,Resignation,Production,Engineers,1975-12-14,MA,Female,"Fully Meets",5,3625,5,2,4,2023-03-26,"Technical Skills",External,Incomplete,"Lisa Suarez",2,617.27
Gabriel,Kirk,2021-09-09,2023-02-10,"Production Technician I","Chelsea Bright",CCDR,"Voluntarily Terminated",Part-Time,Retirement,Production,"Technology / It",1944-02-17,MA,Male,"Fully Meets",2,3747,2,5,5,2022-10-18,"Leadership Development",External,Failed,"Bruce Sanford",5,725.6
Gabriel,Pearson,2021-09-22,2023-05-15,"Production Technician II","Ryan Anderson",PYZ,Active,Contract,Resignation,Production,"Field Operations",1981-09-12,MA,Female,"Fully Meets",2,3742,2,1,1,2023-04-22,"Communication Skills",Internal,Passed,"Troy Willis",3,620.63
Gabriel,Smith,2020-10-24,NULL,"Production Technician I","Robert Rogers",PL,Active,Part-Time,Unk,Production,"General - Sga",1978-10-08,MA,Male,"Fully Meets",4,3329,4,4,3,2022-12-21,"Customer Service",External,Incomplete,"Anthony Burton",3,845.51
Gabriel,Swanson,2021-02-18,2021-11-26,"Area Sales Manager","Cynthia Martin",EW,Active,Contract,Resignation,Sales,"General - Con",1944-09-21,ID,Male,"Fully Meets",4,2739,1,2,5,2022-08-21,"Customer Service",Internal,Completed,"Jenny Peters",1,457.71
Gabriella,Benitez,2019-05-09,2020-05-07,"Accountant I","Jamie Gardner",TNS,Active,Part-Time,Resignation,"Admin Offices","Field Operations",1970-12-23,MA,Female,Exceeds,3,1388,5,2,4,2023-04-18,"Communication Skills",External,Completed,"Natasha Lewis",1,918.34
Gabriella,Clements,2022-05-02,NULL,"Software Engineer","Angela Boyle",NEL,Active,Full-Time,Unk,"Software Engineering",Underground,1953-05-17,MA,Female,"Fully Meets",2,2529,4,5,1,2022-10-16,"Communication Skills",External,Failed,"Rebecca Brewer",1,383.84
Gabriella,Warner,2022-05-01,2022-09-25,"Production Technician I","Emily Pugh",EW,Active,Contract,Retirement,Production,"Yard (Material Handling)",1958-10-21,MA,Male,"Fully Meets",1,3759,3,4,1,2022-08-11,"Project Management",Internal,Completed,"Justin Carter",2,790.71
Gabrielle,Hardy,2019-01-14,2021-08-06,"Production Technician I","Christopher Levy",EW,"Voluntarily Terminated",Full-Time,Resignation,Production,"Field Operations",1953-03-08,MA,Male,"Fully Meets",3,1194,5,4,2,2023-05-07,"Communication Skills",Internal,Completed,"Kevin Welch",2,430.92
Gabrielle,Mercer,2020-09-15,2021-10-01,"IT Support","Jose Jordan",TNS,Active,Full-Time,Involuntary,IT/IS,"Wireline Construction",1990-07-16,MA,Female,"Fully Meets",2,2255,1,4,4,2023-02-05,"Customer Service",Internal,Completed,"Christopher Ryan",1,357.69
Gael,Jacobs,2020-03-31,NULL,"Production Technician I","Kathleen Moon",WBL,Active,Part-Time,Unk,Production,"Field Operations",1982-08-13,MA,Female,"Fully Meets",3,1802,4,2,5,2023-07-16,"Customer Service",Internal,Failed,"Dr. Reginald Chavez",5,131.92
Gage,Weeks,2021-12-27,2023-01-05,"Software Engineer","Summer Moreno",MSC,Active,Full-Time,Voluntary,"Software Engineering",Catv,1981-04-23,MA,Male,"Fully Meets",3,1066,4,3,5,2023-06-14,"Communication Skills",Internal,Completed,"Travis Knox",5,769.42
Gaige,Marsh,2021-10-24,2021-11-21,"Production Technician II","Carrie Davidson",PYZ,Active,Part-Time,Resignation,Production,Aerial,1992-07-10,MA,Female,"Fully Meets",3,1996,3,5,2,2022-12-16,"Communication Skills",Internal,Failed,"Christopher Porter MD",5,250.11
Garrett,Zimmerman,2020-08-30,2022-08-30,"Area Sales Manager","Destiny Hopkins",PL,"Future Start",Part-Time,Retirement,Sales,"General - Con",1959-04-19,TX,Male,"Fully Meets",4,3501,2,3,4,2023-06-09,"Project Management",External,Passed,"Troy Adams",3,135.95
Gavin,Frye,2020-11-14,NULL,"Software Engineer","Carla Cox",TNS,Active,Part-Time,Unk,"Software Engineering","Field Operations",1948-12-07,MA,Female,"Fully Meets",3,1067,3,2,5,2023-06-24,"Project Management",External,Completed,"Joseph Long",5,857.65
Gavyn,Riggs,2020-07-18,NULL,"Production Technician II","Lauren Villarreal",SVG,Active,Part-Time,Unk,Production,Engineers,1949-05-11,MA,Female,"Fully Meets",2,3762,2,1,1,2023-06-15,"Project Management",Internal,Failed,"Claudia Clark",2,594.61
Genesis,Coleman,2019-11-09,NULL,"Production Technician I","Bryan Greer",NEL,Active,Part-Time,Unk,Production,"Shop (Fleet)",1948-06-20,MA,Male,PIP,2,3701,4,1,4,2022-08-21,"Communication Skills",Internal,Failed,"Kathleen Cole",4,480.17
Genesis,Todd,2022-04-23,2022-08-03,"Software Engineer","Jose Daniel",CCDR,"Voluntarily Terminated",Full-Time,Involuntary,"Software Engineering",Underground,1962-11-17,MA,Male,"Fully Meets",3,1046,3,5,4,2023-07-28,"Leadership Development",Internal,Failed,"Jason Morgan",2,211.39
Geoff,Dickinson,2020-09-24,NULL,"Production Technician I","Nicholas Smith",TNS,Active,Contract,Unk,Production,"Shop (Fleet)",1966-02-20,MA,Male,"Fully Meets",4,2987,4,3,3,2023-01-20,"Leadership Development",External,Failed,"Ashley Allen",4,133.4
George,Fritz,2022-02-02,2023-02-04,"Production Technician I","Sheryl Austin",SVG,Active,Part-Time,Retirement,Production,Executive,1975-07-25,MA,Female,"Fully Meets",3,3310,4,5,5,2023-07-22,"Project Management",External,Incomplete,"Thomas Ray",3,514.23
George,Johnson,2021-04-28,2022-01-18,"Production Technician I","Amanda Smith",MSC,"Voluntarily Terminated",Part-Time,Resignation,Production,"Field Operations",1987-03-05,MA,Male,Exceeds,5,3575,5,1,5,2022-12-12,"Technical Skills",Internal,Incomplete,"Brian Hood",3,583.21
George,Meyers,2018-08-24,NULL,"Production Manager","David Fox",PL,Active,Part-Time,Unk,Production,"Field Operations",1961-04-14,MA,Male,"Fully Meets",2,2457,3,2,3,2023-05-19,"Technical Skills",Internal,Incomplete,"Roberta Jones",5,423.81
George,Sheppard,2018-08-28,NULL,"Senior BI Developer","Gloria Franklin",BPC,Active,Full-Time,Unk,"Admin Offices",Splicing,1972-03-19,MA,Male,"Fully Meets",3,1667,1,3,5,2022-09-11,"Leadership Development",External,Completed,"Thomas Schmitt",1,697.89
George,Villegas,2019-03-05,2020-12-10,"Production Technician I","Laura Mcpherson",WBL,Active,Part-Time,Involuntary,Production,"Project Management - Eng",1959-09-29,MA,Male,"Fully Meets",4,3753,1,3,2,2022-09-19,"Project Management",External,Failed,"Jennifer Hunter",1,741.95
Geovanni,Crawford,2019-09-26,NULL,"Production Technician I","Taylor Martin",PL,Active,Contract,Unk,Production,Catv,1979-03-13,MA,Male,"Fully Meets",4,3163,2,4,5,2022-10-01,"Project Management",Internal,Passed,"Mark Johnson",4,807.32
Geovanni,Pugh,2022-01-20,NULL,"Area Sales Manager","Erica Franklin",CCDR,Active,Part-Time,Unk,Sales,"Project Management - Con",1951-07-27,CO,Male,"Fully Meets",4,3503,5,2,3,2023-02-20,"Technical Skills",Internal,Completed,"Lisa Shelton",4,996.35
Gerald,Johnston,2019-12-12,NULL,"Production Technician I","Olivia Cooper",EW,Active,Full-Time,Unk,Production,Engineers,1982-10-03,MA,Female,"Fully Meets",1,2962,1,2,3,2022-08-28,"Customer Service",Internal,Failed,"Anita Ray",2,198.55
Gerald,Preston,2023-05-10,2023-05-27,"Area Sales Manager","Ashley Reeves",EW,"Future Start",Contract,Involuntary,Sales,"General - Eng",1992-09-18,CO,Male,"Fully Meets",5,3449,3,2,1,2022-10-02,"Communication Skills",External,Completed,"Joseph Faulkner",3,242.21
Gerardo,Sampson,2022-08-05,2023-01-30,"Production Technician II","Alicia Orr",WBL,"Voluntarily Terminated",Full-Time,Voluntary,Production,"General - Con",1950-07-24,MA,Male,"Fully Meets",3,1581,1,3,5,2023-01-10,"Project Management",External,Failed,"Lindsay Allison",2,480.2
German,Higgins,2023-07-02,2023-07-11,"Production Manager","Heidi Martin",TNS,Active,Full-Time,Retirement,Production,"General - Con",1956-12-19,MA,Female,"Fully Meets",2,2380,2,1,3,2022-11-03,"Customer Service",Internal,Completed,"Benjamin Taylor",5,910.96
German,Hobbs,2019-01-01,NULL,"Production Technician I","Shelly Turner",PYZ,Active,Part-Time,Unk,Production,"General - Eng",1955-09-24,MA,Male,"Fully Meets",4,3314,1,4,1,2023-06-10,"Customer Service",External,Incomplete,"Emma Moran",2,651.52
Gerry,Friedman,2020-09-16,NULL,"Area Sales Manager","Raymond Fields",PYZ,Active,Contract,Unk,Sales,Engineers,1996-02-29,NY,Male,"Fully Meets",5,2583,5,5,3,2023-05-25,"Customer Service",External,Completed,"Valerie Tucker",5,892.97
Gia,Franco,2022-04-13,2023-07-30,"Production Technician I","Jason Boyd",BPC,Active,Full-Time,Involuntary,Production,"General - Sga",1944-01-13,MA,Female,"Needs Improvement",4,2205,2,3,5,2023-06-23,"Leadership Development",Internal,Incomplete,"Mitchell Rogers",1,271.69
Gia,Winters,2021-10-25,NULL,"Production Technician I","Stephanie Hill",CCDR,Active,Full-Time,Unk,Production,"Field Operations",1979-11-28,MA,Male,"Fully Meets",4,2896,5,4,1,2023-07-01,"Technical Skills",Internal,Passed,"Erin Day",5,794.92
Giada,Boone,2022-06-06,NULL,"Production Technician II","Michelle Castillo",WBL,Active,Full-Time,Unk,Production,"Field Operations",1965-01-13,MA,Male,"Fully Meets",3,1166,2,1,4,2022-08-10,"Communication Skills",External,Passed,"Christina Waters",4,942.51
Giada,Santos,2021-01-31,2022-06-03,"Production Technician I","Robert Sanchez",SVG,Active,Part-Time,Resignation,Production,Aerial,1941-11-17,MA,Female,Exceeds,3,1826,3,2,5,2023-07-24,"Technical Skills",External,Passed,"Lauren Malone",4,485.39
Giana,Moore,2021-05-16,2023-05-14,"Production Technician I","Stephen Neal",CCDR,Active,Contract,Voluntary,Production,Splicing,1996-12-05,MA,Male,"Fully Meets",3,1825,1,3,3,2022-08-05,"Technical Skills",External,Completed,"Robert Weaver",4,946.67
Giana,Roach,2023-03-31,2023-04-30,"Production Technician I","John Adams",PL,Active,Full-Time,Involuntary,Production,"People Services",1966-11-05,MA,Female,"Fully Meets",3,1923,3,4,4,2022-11-17,"Project Management",External,Failed,"Lauren Dixon",3,868.74
Giancarlo,Cross,2023-01-12,2023-02-06,"Production Technician II","Randall Williams",EW,"Voluntarily Terminated",Full-Time,Involuntary,Production,"Finance & Accounting",1950-06-25,MA,Female,"Fully Meets",3,3763,3,2,5,2022-11-13,"Technical Skills",External,Incomplete,"Jeffery Kim",1,775.59
Giancarlo,Juarez,2021-12-25,2023-06-19,"Sr. Network Engineer","Jennifer Lester",WBL,Active,Full-Time,Involuntary,IT/IS,Aerial,1955-03-16,MA,Female,Exceeds,3,3923,2,4,3,2022-12-27,"Project Management",External,Failed,"Martin Brown",2,378.39
Gianna,Lopez,2019-10-04,2020-10-18,"Production Technician I","Justin Kent",TNS,"Future Start",Full-Time,Involuntary,Production,"Technology / It",1994-10-02,MA,Female,"Needs Improvement",3,1422,1,5,2,2023-04-13,"Technical Skills",Internal,Failed,"Andrea Cervantes",3,585.66
Gianna,Pope,2022-12-24,NULL,"Sales Manager","Sharon Kim",SVG,Active,Contract,Unk,IT/IS,"Field Operations",1985-08-13,MA,Female,"Fully Meets",3,1693,3,5,1,2023-03-10,"Project Management",External,Passed,"Kim James",5,928.81
Gideon,Saunders,2020-07-01,2022-06-26,"Sales Manager","Nicole Taylor",PYZ,Active,Full-Time,Retirement,Sales,"General - Eng",1969-04-07,MA,Female,"Fully Meets",3,1723,5,1,5,2022-09-25,"Technical Skills",External,Passed,"Andrea Lopez",5,942.63
Gilbert,Duffy,2019-03-29,NULL,"Production Technician I","Stephen Hebert",EW,Active,Part-Time,Unk,Production,Splicing,1995-03-22,MA,Female,"Fully Meets",3,1131,4,4,4,2023-03-31,"Customer Service",Internal,Incomplete,"Benjamin Briggs",2,943.05
Gilbert,Hensley,2023-07-08,NULL,"Production Technician II","William Walters",WBL,Active,Contract,Unk,Production,"Project Management - Con",1980-09-07,MA,Female,"Fully Meets",3,2072,5,4,1,2023-06-17,"Customer Service",Internal,Passed,"Patricia Bailey",5,974.31
Gilbert,Klein,2019-02-24,2020-06-11,"IT Support","Gregory Rodriguez",PL,Active,Part-Time,Retirement,IT/IS,"Field Operations",1998-09-06,MA,Male,"Fully Meets",3,3847,5,3,1,2023-03-28,"Technical Skills",Internal,Completed,"Andrew Powers",4,130.59
Gilbert,Newman,2019-10-09,2023-01-06,"Production Technician I","Kimberly Meyer",SVG,"Voluntarily Terminated",Contract,Resignation,Production,"Yard (Material Handling)",1977-08-17,MA,Female,"Fully Meets",3,2001,5,3,5,2023-05-04,"Leadership Development",Internal,Incomplete,"Robert Ramirez",4,504.62
Gilberto,Macdonald,2019-02-02,NULL,"IT Support","Barbara Skinner",CCDR,Active,Full-Time,Unk,IT/IS,Engineers,1987-04-27,MA,Female,"Fully Meets",3,3884,4,2,3,2022-09-17,"Customer Service",External,Passed,"Amy Garcia",1,789.88
Gillian,Hawkins,2019-02-25,NULL,"Production Technician II","Matthew Payne",CCDR,Active,Part-Time,Unk,Production,"Technology / It",1994-06-15,MA,Female,"Fully Meets",2,2867,3,1,3,2023-02-21,"Leadership Development",External,Incomplete,"Lisa Snyder",4,317.26
Gillian,Riddle,2021-05-20,2023-01-31,"Production Technician II","Lauren Thomas",TNS,Active,Contract,Involuntary,Production,"Field Operations",1981-03-08,MA,Male,"Fully Meets",2,2784,4,3,4,2022-09-08,"Customer Service",Internal,Completed,"Ian Snow",5,427.99
Gillian,Williams,2022-10-14,NULL,"Production Technician II","Stacy Schmidt",PL,Active,Full-Time,Unk,Production,"Yard (Material Handling)",1973-12-05,MA,Male,"Fully Meets",1,2905,2,5,1,2022-10-14,"Leadership Development",External,Passed,"Jessica Caldwell",5,846.88
Gina,Kent,2022-11-16,NULL,"Production Technician I","Erin Lloyd",BPC,Active,Part-Time,Unk,Production,"General - Con",1991-12-31,MA,Male,PIP,3,3275,1,2,3,2022-11-28,"Technical Skills",Internal,Incomplete,"Brittney Lowe",3,942.66
Giovani,Nelson,2021-09-24,NULL,"Network Engineer","Michelle King",CCDR,Active,Part-Time,Unk,IT/IS,Engineers,1960-06-26,MA,Male,"Fully Meets",3,3931,2,1,5,2022-11-12,"Customer Service",External,Failed,"Jordan Trevino",5,685.82
Giovani,Roy,2019-04-25,NULL,"Production Technician I","Jay Bush",PL,Active,Contract,Unk,Production,"Field Operations",1951-08-02,MA,Male,"Fully Meets",1,3589,2,3,2,2023-01-07,"Communication Skills",Internal,Incomplete,"Brian Graham",4,881.8
Giovanna,Morton,2022-12-23,NULL,"Production Technician I","Joseph Harris",WBL,Active,Part-Time,Unk,Production,"Field Operations",1951-03-19,MA,Male,"Needs Improvement",3,1614,1,4,2,2023-07-22,"Communication Skills",External,Passed,"Tammy Paul",1,808.85
Giovanna,Romero,2019-04-07,NULL,"Software Engineer","Thomas Smith",BPC,Active,Contract,Unk,"Software Engineering","General - Con",1944-05-28,MA,Male,"Fully Meets",1,2491,4,5,2,2023-06-27,"Customer Service",External,Incomplete,"Andrew Perkins",5,721.79
Giovanni,Jenkins,2023-05-11,2023-05-15,"Senior BI Developer","John Wallace",PL,Active,Full-Time,Retirement,"Admin Offices","Field Operations",1960-11-13,MA,Female,"Fully Meets",3,1025,4,1,4,2023-01-13,"Project Management",Internal,Incomplete,"Nina Rodriguez",5,761.95
Giovanni,Klein,2018-10-31,NULL,"Production Technician I","Anna Hogan",BPC,Active,Part-Time,Unk,Production,Aerial,1993-01-23,MA,Female,"Fully Meets",1,3265,4,3,2,2022-12-07,"Customer Service",External,Failed,"Taylor Bradley",1,721.96
Giovanni,Landry,2023-03-22,NULL,"Production Technician II","Sherry Jones",WBL,Active,Full-Time,Unk,Production,Engineers,1990-08-20,MA,Male,"Needs Improvement",3,1453,1,5,1,2023-04-05,"Technical Skills",Internal,Passed,"Bryan Sanchez",2,294.55
Giovanni,Leruth,2022-06-11,2023-02-20,"Area Sales Manager","Travis Davenport",EW,Active,Full-Time,Involuntary,Sales,"Billable Consultants",1971-11-18,UT,Male,"Fully Meets",2,2574,3,1,4,2023-07-18,"Technical Skills",External,Failed,"Cynthia Lewis",1,376.59
Giovanni,Whitaker,2019-07-22,NULL,"Production Technician II","James Mitchell",WBL,Active,Full-Time,Unk,Sales,Aerial,1956-07-22,PA,Female,"Fully Meets",3,1946,3,5,1,2022-08-30,"Customer Service",Internal,Completed,"Benjamin Mcdonald",1,967.18
